cell,status,mip_gap_pct,runtime_s,cpp_preallocated,cpp_real,m0_segments,m2_segments,v0_vias,eol_m0,eol_m2,cost_m0,cost_m2,cost_via,cost_eol_m0,cost_eol_m2,cost_obs,cost_pin_sep,total_objective
AOI22_X1_align,optimal,0.0,1.472,9,5,23,0,1,8,0,69.0,0.0,60.0,8.0,0.0,0.0,1.0,132.0
